wgi_glacier_id, glacier_name, lat, lon, total_area, area_in_state, area_exp, mean_width, mean_length, mean_depth, max_length, max_length_abl, max_length_exp, num_basins, topo_scale, mean_elev, max_elev, min_elev, min_elev_exp, mean_elev_acc, snow_line_elev, mean_elev_abl, orientation_acc, orientation_abl, primary_class 
CA2N001GM128, ,56.459,-131.188,0.16,0.16,0.16,0.8, ,10,0.8,0.2, , , , ,1900,1530,1530,1790, , , SW, SW,7
CA2N001GM100, ,56.538,-131.128,0.08,0.08,0.08,0.6, ,10,0.6,0.2, , , , ,1515,1315,1315,1440, , , W, W,7
US2O00303021, ,67.9,-150.283,0.1,0.1, , , , ,0.6, , , ,63360, ,2140,1770, , , , , N, N,6
CA2N001CA041, ,57.672,-129.287,0.1,0.1,0.1,0.3, ,10,0.3,0.2, , , , ,1951,1768,1768,1859, , , N, N,6
CA2N001EC008, ,57.933,-131.842,0.24,0.24,0.24,0.4, ,10,0.9, ,0.9, , , ,1700,1300,1300,1525, , , NE, NE,6
CA2N003CH021, ,59.353,-137.39, , , ,0.8, , , ,4.1,0.1, , , ,1740,980,1040,1570,1310,1230, NE, NE,5
CA2N001FC079, ,57.069,-131.868,0.01,0.01,0.01,0.2, ,10,0.2,0.2, , , , ,1000,900,900,950, , , SW, SW,7
CA2N001CC506, ,57.153,-129.405,0.02,0.02,0.02,0.4, ,10,0.4, , , , , ,2073,2057,2057,2065, , , S, S,6
CA2N003BI029, FELSITE GLACIER,60.482,-138.369, , , ,0.9, , ,0.2,41,0.7, , , ,2440,1060,1200,1950,1770,1520, E, E,5
CA2N001GF070, ,57.057,-131.051,2.79,2.79,2.42,0.8, ,50, , ,0.3, , , ,1900,1143,1220,1756, , , N, N,5
CA2O014AD034, ,61.657,-138.198, , , ,0.2, , , ,0.2,0.2, , , ,1554,1325, , , ,1355, , N,0
CA2N003BH027, ,60.374,-138.116, , , , , , ,0.3,4.4,0.1, , , ,2130,1170,1290,1740,1580,1460, N, N,5
CA2N003CG114, ,59.441,-137.183, , , ,0.3, , ,0.8,0.4,0.9, , , ,1990,1450,1550,1680,1660,1620, NE, NE,5
CA2N001FG152, ,57.632,-131.841,0.05,0.05,0.05,0.4, ,10,0.4, , , , , ,1585,1372,1372,1478, , , E, E,6
CA2N001GH127, ,57.445,-129.738,0.14,0.14,0.14,0.3, ,10,0.3, , , , , ,2100,1680,1680,1830, , , NW, NW,7
CA2N001GM373, ,56.698,-131.69,0.03,0.03,0.03,0.2, ,10,0.2,0.2, , , , ,970,910,910,930, , , N, N,7
CA2N001GM175, ,56.565,-131.33,1.23,1.23,1.03,0.1, ,25,0.1,2.1, , , , ,1730,980,1320,1470, ,1200, SW, SW,6
CA2N001GJ290, ,56.87,-130.119,0.02,0.02,0.02,0.3, ,10,0.3, , , , , ,1740,1550,1550,1620, , , E, E,7
US2A00106018, ,68.233,-154.733,0.31,0.31, , , , ,0.8, , , ,63360, ,2010,1680, , , , , N, N,6
CA2N003BH037, ,60.372,-138.262, , , ,0.8, , ,0.2,4.1,0.3, , , ,2160,1100,1510,1710,1650,1600, N, N,5
CA2N001GI500, ,57.15,-130.055,0.03,0.03,0.03,0.3, ,10,0.3, , , , , ,1890,1700,1700,1740, , , NW, NW,6
CA2N001EA198, ,57.478,-132.345,0.79,0.79,0.79,0.7, ,25,0.7, ,0.1, , , ,2287,1524,1524,1829, , , E, E,6
CA2O00800097, ,63.625,-130.75, , , , , , , , , , ,250000, ,2340,2200, , , , , , ,0
CA2N001GJ082, ,57.022,-130.143,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,2320,1950,1950,2100, , , E, E,7
CA2O016CC078, ,60.079,-135.74, , , ,0.8, , , ,0.2,0.8, , , ,1800,1630, , , ,1645, , NE,9
CA2N001EE091, ,57.254,-130.833,0.05,0.05,0.05,0.2, ,10,0.2, , , , , ,1676,1631,1631,1661, , , NW, NW,7
CA2N001GG022, ,57.186,-130.413,1.31,1.31,1.31,0.4, ,50,0.4, ,0.2, , , ,1981,1341,1341,1703, , , E, E,5
CA2N003CF093, ,59.522,-136.792, , , ,0.9, , ,0.9, , , , , ,1890,1400,1400,1620, , , NE, NE,7
CA2O016CA029, ,60.639,-135.728, , , ,0.3, , , ,0.2,0.3, , , ,1675,1580, , , ,1615, , E,9
CA2N001FM175, ,56.521,-131.602,0.73,0.73,0.73,0.3, ,25,0.3, ,0.1, , , ,1707,1160,1160,1430, , , SE, SE,6
CA2O014BF067, ,61.416,-140.805,0.24,0.24,0.24,0.5, , ,0.5,0.4,0.2, , , ,2730,2160,2160,2510,2440,2350, E, E,5
CA2N001FL036, ,56.844,-131.672,0.66,0.66,0.66,0.2, ,50,0.2, ,0.1, , , ,1463,914,914,1067, , , N, N,5
CA2N001CC466, ,57.145,-129.421,0.08,0.08,0.08,0.6, ,10,0.6, , , , , ,2012,1951,1951,1981, , , SE, SE,6
CA2N001FH051, ,57.494,-131.528,0.08,0.08,0.08,0.5, ,10,0.5, , , , , ,1555,1430,1430,1480, , , W, W,6
CA2O016CC026, ,59.916,-135.545, , , ,0.6, , , ,0.4,0.6, , , ,1480,1280, , , ,1390, , NE,6
CA2N001GM310, ,56.563,-131.392,0.54,0.54,0.49,0.7, ,25,0.6,2,0.4, , , ,1730,860,900,1380,900,960, N, N,6
CA2O014AO006, ,60.862,-139.163,0.1,0.1,0.1,0.5, , ,0.5, , , , , ,2910,2590,2590,2750, , , E, E,7
CA2O014AL029, ,60.547,-138.984,0.35,0.35,0.35,0.8, , ,0.8, , , , , ,3250,2740,2740,2980, , , NW, NW,7
CA2N001AD305, ,57.375,-128.875,0.13,0.13,0.13,0.7, ,10,0.7, , , , , ,2103,1890,1890,2012, , , NW, NW,6
CA2N001CC499, ,57.16,-129.387,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,2073,2012,2012,2027, , , E, E,7
CA2N001EA283, ,57.697,-132.354,0.21,0.21,0.21,0.2, ,10,0.2,0.2, , , , ,1676,1509,1509,1570, , , W, W,6
CA2N001GI301, ,57.216,-129.887,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1900,1830,1830,1890, , , NE, NE,7
US2N00000017, ,63.24,-145.5,19.7, , , , , ,7.3, , , , , ,2438,1128, , , , , , , 
CA2N001CB171, ,57.37,-128.983,0.08,0.08,0.05,0.1, ,10,0.5,0.2, , , , ,2042,1585,1890,1951, , , N, W,6
CA2N001EE074, ,57.326,-130.789,0.1,0.1,0.1, , ,10, , ,0.1, , , ,1529,1494,1494,1509, , , NW, NW,7
CA2O014AN105, ,60.917,-139.008,1.81,1.81,1.81,0.9, , ,0.9,4.1,0.7, , , ,2900,2280,2280,2710,2520,2400, W, W,5
CA2N001CB217, ,57.299,-129.013,0.06,0.06,0.06,0.4, ,10,0.4, , , , , ,1829,1737,1737,1783, , , E, E,6
CA2N001EG142, ,57.543,-131.411,0.29,0.29,0.29,0.2, ,10,0.2, ,0.1, , , ,2088,1646,1646,1798, , , NE, NE,9
CA2N001FG050, ,57.453,-131.852,0.05,0.05,0.05,0.8, ,10,0.8, , , , , ,991,518,518,670, , , S, S,6
CA2O014AM220, ,61.163,-139.221,0.04,0.04,0.04,0.2, , ,0.5, , , , , ,2550,2410,2410,2480, , , NE, NE,7
US2A00207002, Thompson,69.317,-144.283,3.11,3.11, , , , ,3.9, , , ,63360, ,2700,1460, , , , , N, N,5
CA2O014BI027, ,62.008,-140.811,0.07,0.07,0.07,0.5, , , ,0.4,0.5, , , ,1340,1190, , , ,1280, , NW,9
US2O00503025, ,68.85,-145.467,0.52,0.52, , , , ,1, , , ,63360, ,2190,1740, , , , , NE, NE,6
US2A00101065, ,68.183,-150.383,0.21,0.21, , , , ,1, , , ,63360, ,1830,1800, , , , , NE, NE,6
CA2N003BM035, ,60.262,-137.762, , , ,0.3, , ,0.5,0.4,0.9, , , ,1830,1500,1710,1790,1750,1730, NE, NE,5
CA2O014AJ015, ,61.243,-138.216, , , ,0.2, , , ,0.2,0.2, , , ,1675,1555, , , ,1615, , NW,9
CA2O014AL072, ,60.569,-139.157,2.34,2.34,2.34,0.6, , ,0.5, , , , , ,3430,2380,2380,2590, , , NE, NE,7
CA2O014AT009, ,61.342,-140.019,0.07,0.07,0.07,0.1, , ,0.9,0.4,0.5, , , ,2600,2100,2130,2520,2430,2280, NW, NW,6
CA2N002EC025, ,59.676,-136.456, , , ,0.6, , , ,0.2,0.6, , , ,1310,1130, , , ,1200, , SE,9
CA2N001CC199, ,57.25,-129.265,0.94,0.94,0.94,0.9, ,25,0.9,0.2,0.2, , , ,2042,1646,1646,1920,1768,1753, N, N,6
CA2N003BD061, ,59.965,-138.084,0.37,0.37,0.37, , , , ,0.4,0.5, , , ,1750,1220,1220,1540,1460,1430, N, E,5
CA2N001CC505, ,57.157,-129.415,0.02,0.02,0.02,0.3, ,10,0.3, , , , , ,1951,1829,1829,1874, , , N, N,7
CA2N001AA015, ,58.377,-128.316,0.39,0.39,0.39,0.5, ,10,0.5, , , , , ,1829,1648,1648,1692, , , SW, SW,6
CA2N001FA146, ,56.806,-131.866,0.42,0.42,0.42,0.4, ,10,0.4,0.2, , , , ,1280,980,980,1100, , , NW, NW,7
CA2O016CD030, ,59.829,-135.69, , , ,0.8, , ,0.9,4.1,0.6, , , ,2290,1620,1620,1910,1770,1690, W, NW,5
CA2N001GF286, ,57.266,-130.711,0.67,0.67,0.67,0.8, ,25,0.8, ,0.2, , , ,2094,1489,1489,1856, , , NW, NW,6
CA2N001GM333, ,56.618,-131.516,0.49,0.49,0.49,0.7, ,10,0.7,0.2,0.1, , , ,1630,930,930,1220, , , NE, NE,6
US2O00503017, ,68.4,-146.983,0.26,0.26, , , , ,0.6, , , ,63360, ,1770,1250, , , , , N, N,9
CA2N001GF073, ,57.091,-131.055,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1900,1790,1790,1845, , , S, S,7
CA2O014BC018, ,61.66,-140.139,0.65,0.65,0.65,0.9, , ,0.1,2.1,0.9, , , ,1860,1430, , , ,1615, , E,9
US2A00101008, ,68.267,-149.733,0.05,0.05, , , , ,0.3, , , ,63360, ,1800,1580, , , , , N, N,7
CA2O014AR063, ,61.096,-140.036,2.89,2.89,2.89,0.7, , ,0.7, ,0.4, , , ,3360,3160,3160,3260, , , E, E,5
US2A00104018, ,68.233,-153.917,0.6,0.6, , , , ,1.6, , , ,63360, ,1650,1160, , , , , N, N,9
CA2N001GG314, ,57.403,-130.629,0.08,0.08,0.08,0.8, ,10,0.8, , , , , ,1830,1585,1585,1700, , , NW, NW,6
CA2N001GF082, ,57.121,-130.988,1.36,1.36,1.36,0.2, ,25,0.2,0.2,0.6, , , ,2000,1341,1341,1740,1510,1480, E, SE,6
CA2N001FG027, ,57.419,-131.936,1.97,1.97,1.8, , ,25,0.8,0.2,0.5, , , ,1859,1036,1036,1448,1219,1234, S, S,6
CA2N001EA303, ,57.681,-132.432,0.18,0.18,0.18,0.6, ,10,0.6,0.2, , , , ,1905,1494,1494,1722, , , W, W,6
CA2N001GF017, ,57.015,-130.55,0.24,0.24,0.24,0.1, ,10,0.1, ,0.1, , , ,1798,1372,1372,1571, , , N, N,6
CA2N001FK026, ,57.045,-131.405,0.57,0.57,0.51, , ,25,0.6,0.2,0.4, , , ,2100,1500,1500,2000,1600,1640, S, S,6
CA2N001GK135, ,56.761,-130.452,1.58,1.58,1.58,0.5, ,25,0.5, ,0.1, , , ,1780,1530,1530,1650, , , NW, NW,6
CA2O014AK007, ,60.9,-138.373,0.85,0.85, ,0.7, , ,0.1,4.1,0.7, , , ,2200,1680, , , ,1830, , NE,6
CA2N001EE135, ,57.199,-130.976,0.13,0.13,0.13,0.5, ,10,0.5, , , , , ,1692,1463,1463,1570, , , N, N,7
CA2N001GH081, ,57.617,-129.725,0.05,0.05,0.05,0.2, ,10,0.2, , , , , ,2120,2040,2040,2100, , , NW, NW,7
CA2N001GM165, ,56.505,-131.387,1.58,1.58,1.58, , ,10, ,0.2,0.2, , , ,1620,1060,1060,1430, , , SE, SE,6
CA2A48000286, ,61.875,-127.75, , , , , , , , , , ,250000, ,2250,1850, , , , , , ,0
US2A00104047, ,67.8,-154.367,0.41,0.41, , , , ,1.3, , , ,63360, ,1620,1310, , , , , NW, NW,6
CA2N001GJ204, ,56.803,-130.018,0.26,0.26,0.26,0.5, ,10,0.5, , , , , ,1680,1460,1460,1550, , , NE, NE,6
CA2N001FA155, ,56.834,-131.88,0.02,0.02,0.02,0.4, ,10,0.4,0.2, , , , ,880,850,850,865, , , NE, NE,7
CA2O014BE044, ,61.36,-140.34,0.22,0.22,0.22,0.9, , ,0.9,0.4,0.4, , , ,2210,1980,1980,2165,2150,2090, NE, NE,5
CA2N001FH115, ,57.426,-131.643,0.84,0.84,0.84,0.5, ,25,0.5,2.1,0.4, , , ,1965,1220,1220,1800,1670,1585, NW, NW,6
CA2N003BK054, ,60.641,-138.749,1.52,1.52,1.29,0.7, , ,0.1,4.1,0.6, , , ,2940,1830,2070,2560,2330,2260, W, W,5
CA2N001EA013, ,57.655,-131.857,0.58,0.58,0.32,0.4, ,25,0.1,0.2,0.7, , , ,1585,1128,1311,1478, ,1219, N, N,9
CA2N001EA359, ,57.848,-132.444,1.28,1.28,1.28,0.8, ,25,0.8,0.2,0.2, , , ,1615,1006,1006,1341, , , N, N,6
CA2N001FC018, ,57.025,-131.944,0.18,0.18,0.18,0.5, ,10,0.5,0.2,0.1, , , ,1250,890,890,1090, , , N, N,7
CA2N001GM213, ,56.6,-131.267,2.37,2.37,2.37,0.8, ,25,0.8,2,0.9, , , ,1800,1070,1070,1440,1300,1220, W, W,6
CA2O016CD107, ,60.068,-136.012, , , ,0.5, , ,0.8,2.1, , , , ,2195,1805,1890,2010,1965,1935, N, N,6
CA2N001EF003, ,57.468,-130.911,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1753,1700,1700,1722, , , W, W,7
CA2O014AO031, ,60.84,-139.238,1.56,1.56,1.56,0.4, , ,0.4,0.4,0.3, , , ,2760,2230,2230,2500,2270,2250, NE, NE,5
CA2O016CD057, ,59.981,-135.869, , , ,0.5, , , ,0.4,0.5, , , ,1910,1580, , , ,1750, , NE,9
CA2N003BD043, ,59.938,-137.967,0.37,0.37,0.37,0.8, , ,0.8,0.4,0.3, , , ,1920,1480,1480,1650,1590,1530, S, SE,6
CA2N003BE009, ,60.075,-138.308, , , ,0.9, , ,0.9,4.1,0.1, , , ,1590,1070,1070,1450,1360,1220, NW, N,5
CA2N003AI095, ,60.552,-137.595, , , ,0.5, , ,0.1,2.1,0.5, , , ,1525,1145, , , ,1310, , NE,6
US2A00205046, McCall,69.3,-143.833,7.46,7.46, , , , ,8.2, , , ,63360, ,2720,1280, , , , , NW, NW,5
CA2N001EG146, ,57.596,-131.367,0.13,0.13,0.13,0.4, ,10,0.4, , , , , ,1722,1524,1524,1600, , , NW, NW,6
CA2O014AP014, ,60.99,-139.514,7.27,7.27,7.27,0.5, , ,0.6,4.1,0.4, , , ,2960,2040,2040,2570,2180,2110, SE, SE,5
CA2N001GI192, ,57.336,-129.84,0.05,0.05,0.05, , ,10, , ,0.1, , , ,1950,1830,1830,1895, , , NE, NE,7
CA2N003CC072, ,60.068,-136.852, , , ,0.7, , ,0.7, , , , , ,1860,1700,1700,1780, , , N, N,7
CA2N001GA035, ,56.79,-131.462,0.1,0.1,0.1,0.4, ,10,0.4, , , , , ,2042,1829,1829,1981, , , SE, SE,6
CA2N001FM122, ,56.544,-131.641,0.06,0.06,0.06,0.2, ,10,0.2, , , , , ,1370,1190,1190,1295, , , E, E,7
CA2N001GK224, ,56.646,-130.621,0.52,0.52,0.52,0.2, ,25,0.2,0.2,0.2, , , ,1900,1380,1380,1680,1500,1440, NW, NW,6
CA2N001GM274, ,56.666,-131.434,0.05,0.05,0.05,0.3, ,10,0.3,0.2, , , , ,1490,1300,1300,1400, , , E, E,7
CA2N001EA494, ,57.8,-132.185,2.11,2.11,2.11, , ,25,0.6,2.1, , , , ,2439,1524,1524,2134,1676,1615, E, E,6
CA2O014BG021, ,61.54,-141.032,1.14,1.14,0.83,0.1, , ,0.4,4.1,0.1, , , ,2880,2010,2100,2440,2230,2180, E, E,5
CA2O014AM058, ,61.218,-138.982,0.91,0.91,0.91,0.8, , ,0.1,4.1,0.8, , , ,2040,1540, , , ,1760, , NE,9
CA2N001GM129, ,56.452,-131.199,1.8,1.8,1.8,0.7, ,50,0.7,0.2,0.2, , , ,1910,920,920,1490, , , W, W,5
CA2O014AM163, ,61.11,-139.029,0.1,0.1,0.1,0.5, , , ,0.4,0.5, , , ,1910,1680, , , ,1800, , SW,9
CA2O014BC032, ,61.841,-140.286,0.14,0.14,0.14,0.6, , , ,0.2,0.6, , , ,1555,1250, , , ,1370, , NE,9
CA2N001FI191, ,57.208,-131.561,0.29,0.29,0.29,0.5, ,10,0.5, , , , , ,1710,1425,1425,1550, , , NW, NW,6
CA2N001FH028, ,57.514,-131.464,0.31,0.31,0.31,0.8, ,10,0.8,0.2,0.2, , , ,1890,1509,1509,1661,1661,1570, N, N,6
CA2N001GF213, ,57.25,-130.83,0.04,0.04,0.04,0.5, ,10,0.5, , , , , ,1647,1570,1570,1624, , , SE, SE,7
CA2N001GH097, ,57.539,-129.698,0.18,0.18, ,0.4, ,10, ,0.2,0.4, , , ,1860,1710, , , ,1770, , N,9
CA2N001CC130, ,57.288,-129.438,0.04,0.04,0.04,0.2, ,10,0.2,0.2, , , , ,1905,1874,1874,1890, , , N, N,7
CA2A55000173, ,62.625,-128.75, , , , , , , , , , ,250000, ,2200,1590, , , , , , ,0
CA2O016CD019, ,59.955,-135.736, , , ,0.6, , , ,0.4,0.6, , , ,1390,1220, , , ,1290, , NW,9
CA2N003BD097, ,59.995,-138.252,2.8,2.8,1.7,0.6, , ,0.4,4.3,0.3, , , ,1920,900,1070,1550,1370,1310, W, W,5
CA2N001GE005, ,56.942,-130.56,0.92,0.92,0.92,0.6, ,25,0.6, ,0.1, , , ,2000,1130,1130,1770, , , NE, NE,6
CA2N001EC021, ,58.028,-131.757,0.16,0.16,0.08,0.5, ,10,0.5,0.2,0.5, , , ,1524,1372,1402,1463,1432,1432, NW, NW,6
US2A00103005, ,68.2,-152.1,0.13,0.13, , , , ,0.6, , , ,63360, ,1890,1620, , , , , NW, NW,6
CA2N001CC587, ,57.193,-129.508,0.03,0.03,0.03,0.2, ,10,0.2,0.2, , , , ,1989,1951,1951,1972, , , W, W,7
CA2N001GG128, ,57.291,-130.658,0.04,0.04,0.04,0.5, ,10,0.5, , , , , ,1675,1555,1555,1630, , , E, E,7
CA2N001FC057, ,57.07,-131.964,0.03,0.03,0.03,0.1, ,10,0.1,0.2, , , , ,1500,1300,1300,1330, , , NE, NE,7
CA2N001FH059, ,57.468,-131.503,0.71,0.71,0.71, , ,25, ,0.2,0.2, , , ,2320,1750,1750,1980,1890,1800, SW, SE,6
CA2O014AE019, ,61.954,-138.911, , , ,0.9, , , ,0.2,0.9, , , ,1465,1250, , , ,1355, , N,9
CA2N001EA441, ,57.767,-131.87,0.18,0.18,0.16,0.5, ,10,0.5, , , , , ,1844,1631,1631,1707, , , SE, SE,6
CA2N001GK243, ,56.668,-130.653,0.02,0.02,0.02,0.1, ,10,0.1, , , , , ,1650,1540,1540,1600, , , NW, NW,7
CA2N001AC050, ,57.183,-127.746,0.29,0.29,0.23,0.8, ,10,0.8,0.2,0.3, , , ,1980,1525,1525,1675,1615,1600, E, E,6
US2A00103013, ,68.217,-152.6,0.1,0.1, , , , ,0.6, , , ,63360, ,1710,1430, , , , , NE, NE,6
CA2N001GJ123, ,56.998,-129.913,0.01,0.01,0.01,0.4, ,10,0.4, , , , , ,1710,1550,1550,1600, , , W, W,7
CA2N001FB056, ,57.027,-131.99,0.16,0.16,0.16,0.9, ,10,0.9,0.2, , , , ,1460,1170,1170,1290, , , S, S,7
CA2N001GM195, ,56.621,-131.402,0.04,0.04,0.04,0.2, ,10,0.2,0.2, , , , ,1480,1360,1360,1420, , , SW, SW,7
CA2N001EG042, ,57.695,-131.3,0.06,0.06,0.06,0.1, ,10,0.1, , , , , ,1692,1635,1635,1661, , , NW, NW,7
CA2N001EA096, ,57.494,-132.098,0.16,0.16,0.16,0.3, ,10,0.3,0.2, , , , ,1707,1524,1585,1676, , , , NW,6
CA2N001GH140, ,57.48,-129.77,0.02,0.02,0.02,0.3, ,10,0.3, , , , , ,1710,1550,1550,1620, , , NW, NW,7
CA2N001FC134, ,57.134,-131.746,0.06,0.06,0.06,0.1, ,10,0.1,0.2, , , , ,680,640,640,670, , , NW, NW,7
CA2N001FM037, ,56.621,-131.613,0.27,0.27,0.27,0.2, ,10,0.2, ,0.1, , , ,1690,1115,1115,1525, , , W, W,5
CA2O00800085, ,63.625,-131.25, , , , , , , , , , ,250000, ,2320,1710, , , , , , ,0
CA2N001GJ312, ,56.857,-130.208,0.07,0.07,0.06,0.7, ,10,0.7, , , , , ,1860,1590,1590,1795, , , NW, NW,6
CA2O014AR112, ,61.209,-139.887,0.05,0.05,0.05,0.2, , ,0.2, , , , , ,2830,2730,2730,2780, , , SE, SE,6
CA2N001FJ023, ,57.149,-131.585,0.24,0.24,0.18,0.9, ,10,0.6,0.2,0.6, , , ,1700,800,800,1200,1100,950, NE, NE,6
CA2N001AD409, ,57.541,-128.723,0.1,0.1,0.1,0.3, ,10,0.3,0.2, , , , ,2134,1920,1920,2027, , , N, N,6
CA2N001GJ017, ,57.093,-130.129,0.03,0.03,0.03,0.1, ,10,0.1, , , , , ,2040,1920,1920,1980, , , E, E,7
US2O00503028, Pretty,68.85,-145.15,0.49,0.49, , , , ,2.9, , , ,63360, ,2190,1740, , , , , NW, NW,6
CA2O014AI003, ,61.525,-138.669, , , ,0.2, , , ,0.2,0.2, , , ,920,850, , , ,880, , NE,9
CA2N001EF066, ,57.362,-131.141,8.23,8.23,8.23,0.2, ,100,0.3,2.1,0.8, , , ,2172,1463,1463,1935,1951,1646, S, SE,5
CA2N001AD454, ,57.534,-128.9,0.19,0.19,0.19,0.6, ,10,0.6,0.2,0.2, , , ,2226,2210, , , , , N, N,6
CA2N001EG002, ,57.798,-131.158,0.06,0.06,0.06,0.3, ,10,0.3, , , , , ,2100,1875,1875,2000, , , NE, NE,7
CA2N002EC034, ,59.708,-136.429, , , ,0.4, , ,0.4,0.2,0.4, , , ,1260,1010,1010, , ,1110, , NE,7
US2A00205021, ,69.083,-143.767,0.05,0.05, , , , ,0.3, , , ,63360, ,2190,2010, , , , , SW, SW,7
CA2N001GG023, ,57.181,-130.404,0.08,0.08,0.08,0.4, ,10,0.4, , , , , ,1859,1676,1676,1760, , , N, N,6
CA2N003CE017, ,59.81,-136.82, , , ,0.5, , , ,0.4,0.5, , , ,1700,1400, , , ,1520, , NE,6
US2N00000013, ,60.67,-152.7,232, , , , , ,6.4, , , , , ,2012,91, , , , , , , 
CA2N001FI026, ,57.348,-131.504,0.8,0.8,0.75,0.3, ,25,0.3, ,0.1, , , ,2130,1400,1600,1890, , , SW, SW,6
CA2N003BD049, ,59.986,-137.936,0.21,0.21,0.21,0.8, , ,0.8,0.4,0.4, , , ,1860,1520,1520,1750,1680,1600, NE, NE,6
CA2N003CE032, ,59.77,-136.871, , , , , , ,0.1,4.1, , , , ,1660,1330, , , ,1460, , NW,9
CA2O014AL127, ,60.808,-138.813,0.02,0.02,0.02,0.3, , ,0.3, , , , , ,2770,2590,2590,2680, , , SE, SE,6
CA2N003CA074, ,59.637,-137.313, , , ,0.9, , ,0.2,4.2,0.3, , , ,2010,1220,1510,1800,1680,1620, SE, S,5
CA2N001CB173, ,57.372,-128.977,0.05,0.05,0.05,0.3, ,10,0.3,0.2, , , , ,1981,1890,1890,1951, , , E, E,6
CA2N001BD019, ,57.681,-128.97,0.08,0.08,0.08,0.7, ,10,0.7, , , , , ,2025,1850,1850,1925, , , NE, NE,6
CA2O016CD014, ,59.995,-135.776, , , ,0.3, , ,0.2,0.4,0.5, , , ,2190,1830,1900,2100,2040,2000, W, W,6
CA2A72000012, ,64.375,-131.25, , , , , , , , , , ,250000, ,2520,1900, , , , , , ,0
CA2N003CA078, ,59.663,-137.274, , , ,0.6, , , ,4.1,0.1, , , ,1810,1310,1520,1680,1630,1600, N, N,5
CA2N001AD268, ,57.336,-128.721,0.03,0.03,0.03,0.8, ,10,0.8, , , , , ,1920,1676,1676,1763, , , W, W,7
CA2N001EG116, ,57.439,-131.301,3.74,3.74,2.71,0.5, ,70,0.1,2.2,0.9, , , ,2332,975,1235,1824,1400,1219, NW, N,5
CA2N001GG308, ,57.401,-130.592,0.4,0.4,0.4,0.8, ,10,0.8, , , , , ,1950,1645,1645,1770, , , NW, NW,6
CA2N001GG397, ,57.548,-130.59,0.11,0.11,0.11,0.8, ,10,0.8, , , , , ,1935,1798,1798,1923, , , N, N,6
CA2N001GI048, ,57.408,-129.794,0.01,0.01,0.01,0.3, ,10,0.3, , , , , ,1980,1900,1900,1950, , , NW, NW,7
CA2N001GH304, ,57.543,-129.917,0.17,0.17,0.17,0.6, ,10,0.6, , , , , ,2040,2010,2010,2030, , , S, S,7
CA2O016CE066, ,59.806,-136.155, , , ,0.2, , ,0.8,0.4,0.8, , , ,1690,1400,1460,1600,1540,1520, N, N,6
CA2N001FA186, GREAT GLACIER,56.857,-131.895,158.31,158.31,157.47, , ,300, ,21.3,0.8, , , ,2420,30,30,1070,820,460, S, SE,4
CA2N001EE116, ,57.122,-130.957,0.05,0.05,0.05,0.4, ,10,0.4, , , , , ,1463,1356,1356,1448, , , E, E,7
CA2N001GK211, ,56.661,-130.561,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1450,1380,1380,1415, , , W, W,7
CA2N001AD422, ,57.549,-128.656,0.27,0.27,0.27,0.7, ,10,0.7,0.2, , , , ,2073,1737,1737,1737, , , NE, NE,7
CA2N001EF106, ,57.453,-131.098,0.03,0.03,0.03,0.1, ,10,0.1, , , , , ,1692,1646,1646,1661, , , S, S,7
CA2O014BE017, ,61.399,-140.133,0.23,0.23,0.17,0.2, , ,0.4,0.4,0.9, , , ,2640,2230,2300,2580,2510,2440, SW, SW,5
CA2N001GF162, ,57.104,-130.798,0.03,0.03,0.03,0.4, ,10,0.4, , , , , ,1710,1483,1483,1676, , , NW, NW,7
CA2N001FL001, ,56.966,-131.612,0.05,0.05,0.05,0.3, ,10,0.3, , , , , ,1341,1311,1311,1326, , , W, W,6
CA2N001GJ336, ,56.864,-130.296,0.03,0.03,0.03,0.3, ,10,0.3, , , , , ,1740,1620,1620,1675, , , W, W,6
CA2N001CB230, ,57.286,-129.088,0.03,0.03,0.03,0.2, ,10,0.2,0.2, , , , ,1890,1844,1844,1859, , , N, N,6
CA2N003BD095, ,60.011,-138.258,0.44,0.44,0.44, , , , ,0.4,0.6, , , ,1740,1340,1340,1670,1590,1520, W, W,5
US2A00211142, ,68.233,-149.2,0.1,0.1, , , , ,0.8, , , ,63360, ,1830,1550, , , , , N, N,7
CA2N001GI488, ,57.167,-130.07,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,2070,1920,1920,1980, , , N, N,7
CA2N001CB086, ,57.378,-128.942,0.15,0.15,0.13,0.6, ,10,0.6,0.2,0.1, , , ,1981,1814,1814,1951, ,1840, W, NW,6
CA2N001FA099, ,56.781,-131.861,0.06,0.06,0.06,0.1, ,10,0.1,0.2,0.1, , , ,1160,520,520,840, , , SW, SW,7
CA2N001GM163, ,56.51,-131.423,8.93,8.93,8.93,0.3, ,100,0.3,2,0.9, , , ,1790,840,840,1400,1085,1025, SW, S,5
CA2N001AD470, ,57.65,-128.913,0.19,0.19,0.19,0.5, ,10,0.5,0.2,0.1, , , ,2134,1890, ,2012, ,1966, NW, NW,6
